name;description;detail;mentorUuid;thumbnailUrl
강남 에이전시 출신 디자이너의 효율적인 디자인 취업 팁;강남 에이전시 출신 4년차 디자이너;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/5qMyn1703487657.png?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/iT0mN1703487662.png?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/e9zpo1703487665.png?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/YvZbU1703487668.png?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/8HAfP1703487671.png?w=715" width="715" loading="lazy"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/8c7e81703487674.png?w=715" width="715" loading="lazy"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/SGt1T1703487677.png?w=715" width="715" loading="lazy"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/fwWyK1703502796.png?w=715" width="715" loading="lazy"></div>;a0a5ef1b-a6fc-4ed7-b861-036d7b8667f8;https://d2v80xjmx68n4w.cloudfront.net/gigs/JF3Ej1712807074.jpg
제약바이오 약사 겸 NCS 강사 자소서, 이력서 멘토링;- 연구/개발 경력 13년 차 - 11편의 sci급 논문 (tIF 60 이상) 게재,<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/iDnLl1714615766.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Kn9p11714615767.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/0olrO1714615767.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/uBhKs1714615768.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/e3qV41714615768.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;dcd5a8a6-6e08-42bd-be88-1dc6440a524a;https://d2v80xjmx68n4w.cloudfront.net/gigs/VPqXB1714455666.jpg
ㅣ대기업 현직자ㅣA to Z "개인 맞춤" 멘토링;안녕하세요. 공대 외길인생 대기업 현직자 "결국해내는J씨"입니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/DyhSD1698933358.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Kqydz1698933361.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/G2xaz1698933367.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;dcd5a8a6-6e08-42bd-be88-1dc6440a524a;https://d2v80xjmx68n4w.cloudfront.net/gigs/RpKTU1697811088.jpg
자연과학공학의학보건 자소서 연구계획서 멘토링;당신의 경험과 능력을 더욱 더 가치있게 바꿔드려요. 자기소개서를 작성하는 방법에는 정답은 없지만, 합격률을 높일 수 있는 방법은 존재해요. 합리적인 가격으로 취준생 분들에게 부담이 되지 않게, 하나 하나 꼼꼼히 첨삭을 진행할게요.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/PFcEp1712235140.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/N3c7x1712235167.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/XRZ3M1712235170.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/p4ssq1712235173.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/z4uPf1712235176.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/sdaVN1712235179.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/7Z7Nh1731222849.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/7zQf81731222853.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;https://d2v80xjmx68n4w.cloudfront.net/gigs/qLYZI1574244141.jpg
[SK 멘토] 반도체 현직자의 자소서 멘토;대기업, 중견기업 첨삭 작업및 다수 합격;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/v4LFu1662873246.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/31Gbk1662873292.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/xxpfO1663068753.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/bFO7O1663068758.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/JRBKg1663587741.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/FW57o1664976993.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/AOXqx1664976999.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/lJ1TP1676492949.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;dcd5a8a6-6e08-42bd-be88-1dc6440a524a;https://d2v80xjmx68n4w.cloudfront.net/gigs/6gzIi1703125554.jpg
포스코 엔지니어의 철강 자소서 첨삭;안녕하세요. 지방대 화학공학과 학사출신으로 10여개 이상의 대기업에 최종합격하고 다양한 산업군에서 근무한 경험이 있습니다. 제철(포스코)부터 석유화학(한화솔루션) 이후 현재는 반도체(삼성전자)에 재직하고 있습니다.  최신 취업 트랜드 및 산업동향을 파악하였고 서류부터 면접까지 도와드리겠습니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/fbWwt1710769423.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/lSeVL1710769443.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/dF6NZ1710769918.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/q7X2q1710769919.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ODCS21710770051.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/NZEyR1710770091.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ewJxh1710770091.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/2BlcP1710770092.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-8" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Kj7ow1726044564.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;dcd5a8a6-6e08-42bd-be88-1dc6440a524a;https://d2v80xjmx68n4w.cloudfront.net/gigs/g40Q91710768431.jpg
IT 현직자의 최고수준 1대1 맞춤형 멘토링;· 現 1금융권 디지털/IT 재직 · KB,하나,IBK,NH농협,우리 銀行, 농협정보시스템 등 합격자 57명 배출(24.11.26 기준);<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/VISXC1732782106.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/yOALI1732782109.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/AS9HE1732782111.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/cHZ9k1732782114.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;d9fb8103-9591-4b6e-a1ca-9f1cd07452aa;https://d2v80xjmx68n4w.cloudfront.net/gigs/teaIc1732782620.jpg
현직 네카라쿠배 면접관의 면접 컨설팅;12년동안 서비스 기획자로 일하며, 디자이너와 기획자 채용을 담당했습니다. 1000여개의 이력서 & 포트폴리오 평가, 100여회의 면접 평가 경험을 바탕으로 ‘평가자’의 시선에서 날카롭게 조언 해 드리겠습니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/2vds61720004884.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;d9fb8103-9591-4b6e-a1ca-9f1cd07452aa;https://d2v80xjmx68n4w.cloudfront.net/gigs/IxV9S1720004876.jpg
외국계 IT 대기업 면접 질문 멘토링;#IT산업 #정부지원사업 #B2B마케팅 #대기업이직;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/0GMXA1639654471.JPG?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/jlFQA1639654657.JPG?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/0YIEy1639654660.JPG?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/mB1Ag1639654664.JPG?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/FerVd1639654668.JPG?w=715" width="715" loading="lazy"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/XZahQ1639654678.JPG?w=715" width="715" loading="lazy"></div>;d9fb8103-9591-4b6e-a1ca-9f1cd07452aa;https://d2v80xjmx68n4w.cloudfront.net/gigs/8NRfa1639654391.jpg
외국계 IT 대기업 현직자의 이직 취업 코칭;이직의 신. 총 4번의 이직 (다수 기업 합격) 및 내부 승진으로 인하여 '연봉' 500% 상승 (실수령액 기준);<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/2EXSB1672645703.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/5HdPn1688691824.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;d9fb8103-9591-4b6e-a1ca-9f1cd07452aa;https://d2v80xjmx68n4w.cloudfront.net/gigs/gORc51672714100.jpg
문과생, 40일 만에 IT 대기업 N사 합격하기;코딩 못 하더라도 최단 시간에 IT회사에 취직할 수 있는 현실적인 방법을 알려드립니다.;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/bSAKN1696933894.png?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/CIEWx1696933902.png?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/aHuxd1696933906.png?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/kTzVN1696933918.png?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/dBAlc1696933921.png?w=715" width="715" loading="lazy"></div>;d9fb8103-9591-4b6e-a1ca-9f1cd07452aa;https://d2v80xjmx68n4w.cloudfront.net/gigs/jJhYO1696819449.jpg
경력직 마케팅 마케터 면접 거저먹어요;식품&제과 / 뷰티 / 리빙&라이프스타일 / 교육 / IT 등 다양한 업계 면접 경험이 있는 3년차 마케터입니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/mnkTp1708958925.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/4k8cP1708958927.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ZIGRa1708958930.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/sng451708958934.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;d9fb8103-9591-4b6e-a1ca-9f1cd07452aa;https://d2v80xjmx68n4w.cloudfront.net/gigs/peOl01708958457.jpg
마케팅 자소서, 포트폴리오 멘토링 해드립니다.;취준생 취업 컨설팅 경력 10년차 컨설턴트 S대 언니들입니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ZtEsw1580224028.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ZejYq1580224036.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/HXjlO1580224044.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;d9fb8103-9591-4b6e-a1ca-9f1cd07452aa;https://d2v80xjmx68n4w.cloudfront.net/gigs/zSrvb1580645166.jpg
커머스 마케터 취업 이직 자소서 면접 이력서 경력기술서 멘토링;7년차 이커머스/브랜드마케터;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/PzRpG1705583113.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/yq2Mb1705583124.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/gLRO41705583128.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/OsZC11705583658.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/BAS8Q1705583666.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/sLd3g1705583679.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;4aef80d1-9a30-4162-a00d-3981439110f3;https://d2v80xjmx68n4w.cloudfront.net/gigs/vO13Q1705583105.jpg
경력직 마케팅 마케터 면접 거저먹어요;한 줄로 브랜드와 삶을 잇는 다재다능 카피라이터;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/DDsVK1690210557.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/qJoIK1690210558.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/W4SVM1690210558.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/c8SWF1690210561.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Kfa6s1690210564.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/gG4v51690210565.jpg?w=715" width="715" loading="lazy"></div>;4aef80d1-9a30-4162-a00d-3981439110f3;https://d2v80xjmx68n4w.cloudfront.net/gigs/lt97j1719038668.jpg
광고대행사 7년차 팀장+면접관의 자소서 첨삭/면접상담;기본적으로 교정 작업 진행합니다. 지원하시는 분야 및 전문성이 필요한 내용은 쪽지 등으로 충분히 설명해주셔야 작업 가능합니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/gjE5e1673093388.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;https://d2v80xjmx68n4w.cloudfront.net/gigs/Yodxy1673093380.jpg
교육공무직 자기소개서와 면접 합격의 핵심;현재 서울시교육청 소속 교육공무직원으로 초등학교에서 근무하고 있습니다. 저와 함께 근무했던 단기 계약직 선생님들을 자소서 첨삭과 면접 코칭으로 교육청 공채에 합격할 수 있도록 도와주었습니다.;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/5Skw21704192413.png?w=715" width="715" loading="lazy"></div>;6f701734-091c-446c-907a-0e2dbe405907;https://d2v80xjmx68n4w.cloudfront.net/gigs/XEvXK1704192406.jpg
교육공무직 특수교육실무사 면접문답85문항 합격비법;현 교육공무직으로 근무 하고 있습니다.;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/6grU41707407427.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/QMuZA1707407428.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/jiBnU1707407428.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/NKktv1707407428.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/kzWTA1707407428.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/l3xHb1707407428.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/X4rIw1707407429.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/mhstc1732760181.png?w=715" width="715" loading="lazy"></div>;6f701734-091c-446c-907a-0e2dbe405907;https://d2v80xjmx68n4w.cloudfront.net/gigs/v3xxK1732759430.jpg
신의 직장 대학 교직원 취업 방법 서류/면접/상식;안녕하세요. 대기업에서 1년 근무 후 대학교로 이직하여  근무하는 4년차 교직원입니다. 교직원 업무에 대한 정보 획득과 면접에 많은 도움이 되시길 바랍니다.;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/t6fSH1691727114.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/lcjdU1691729223.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/wwWIe1691729557.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/LKN9m1691729583.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/5JVuS1691729588.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/0FQgk1691729594.jpg?w=715" width="715" loading="lazy"></div>;6f701734-091c-446c-907a-0e2dbe405907;https://d2v80xjmx68n4w.cloudfront.net/gigs/pbHYr1690250615.jpg
유아임용 한방에 합격하는 비법;안녕하세요. 저는 이화여자대학교 유아교육과를 졸업하고 유치원임용고시 합격 후, 공립유치원교사로 재직한 경력이 있습니다.;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/7gh211667635553.png?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/1SAvl1667635556.png?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/nqevK1667635560.png?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/WPxoR1667635564.png?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/XCWEU1667635575.png?w=715" width="715" loading="lazy"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/x6mud1667635578.png?w=715" width="715" loading="lazy"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Kq6N81667635582.png?w=715" width="715" loading="lazy"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/BmcCX1667635586.png?w=715" width="715" loading="lazy"></div>;6f701734-091c-446c-907a-0e2dbe405907;https://d2v80xjmx68n4w.cloudfront.net/gigs/pgaqs1732021609.jpg
보건기간제교사면접노하우 드립니다.;보건기간제교사 면접 노하우를 알려드립니다!;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ayLk61654229469.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/npe951654229469.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/jpGPi1654229470.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/AkrVA1654229470.jpg?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/AYg071654229470.jpg?w=715" width="715" loading="lazy"></div>;6f701734-091c-446c-907a-0e2dbe405907;https://d2v80xjmx68n4w.cloudfront.net/gigs/uKWew1654215628.jpg
정부출연연구원 출신 연구원의 면접 멘토링;" 어떻게 정부출연연구원에 취직할 수 있었고, 어떻게 25곳 이상 기업에 합격했는지 자기소개서부터 면접까지 모든 노하우를 전해드립니다.";<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/8fPj91655711818.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/nmx4x1655711893.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/fVKni1659005260.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/guBMa1659005367.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/j6wI81670244138.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/b6ODL1670244146.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Dow881670244154.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/XIJhV1694769390.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-8" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/sIjuZ1694769653.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;e044c6ab-648d-4b1a-9dbc-85708b1d1fdd;https://d2v80xjmx68n4w.cloudfront.net/gigs/5PAqU1655711372.jpg
공대 대기업 현직자가 자소서, 면접 도와 드립니다.;안녕하세요 이공계 대기업 현직자입니다. S전차 SW연구개발, H자동차 연구개발 직무 최종합격하였고, 그 외 다수 기업의 면접 경험이 있습니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Cvb3Y1639396293.PNG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/3ySFe1662686898.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/U5wGG1662686902.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/voUzp1662689672.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/70mUl1662689693.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/wgdH61666219874.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/sPyZ61666219937.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;e044c6ab-648d-4b1a-9dbc-85708b1d1fdd;https://d2v80xjmx68n4w.cloudfront.net/gigs/ZHqKo1709193854.jpg
