name;description;detail;mentorUuid;thumbnailUrl
6년차 현직 반도체 엔지니어의 반도체 기업 모의면접;2019 ~ 2022 삼성전자 DP부문 설비 Engineer, 2022~2024 SK Hynix 양산 기술 공정/장비 Engineer;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/iZyk81714067165.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/i5eMX1714067178.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;e044c6ab-648d-4b1a-9dbc-85708b1d1fdd;https://d2v80xjmx68n4w.cloudfront.net/gigs/SuGuE1715179120.jpg
반도체-배터리-완성차 최종 합격자의 면접 컨설팅;안녕하세요. 저는 반도체-배터리-완성차 대기업에 합격한 대기업3크라운 입니다. 취업 준비대한 기초부터 응용, 그리고 실제로 준비했던 방법들로 조금 더 취업에 빠르게 다가갈 수 있는 방법론을 제시하고자 합니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/j5A6o1668683864.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/3eNgr1668683868.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/PkeIy1668683873.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/RUB1O1668683877.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;e044c6ab-648d-4b1a-9dbc-85708b1d1fdd;https://d2v80xjmx68n4w.cloudfront.net/gigs/FzPaW1668683850.jpg
면접 프리패스 하자 / 예상질문 선정 및 답변 멘토링;안녕하세요. 서울대 경제학부 졸업 금융기업 경력 7년차 직장인 멘토로, 다수의 면접관 경력, 보고서 작성 경력을 보유하고 있습니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/siNKZ1717749636.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/mhTHD1718975257.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ZvrJ01718975262.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/8sMXp1718975265.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;e044c6ab-648d-4b1a-9dbc-85708b1d1fdd;https://d2v80xjmx68n4w.cloudfront.net/gigs/fOEhO1717749613.jpg
IT기업 기획자가 만든 나만의 노션 포트폴리오 멘토링;안녕하세요. 상서서입니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/9k8hO1705903208.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Zs1r11705903210.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/qHeuK1705903213.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/BifQy1705903217.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;a95fe1d9-db6d-4d17-990c-9920e389e707;https://d2v80xjmx68n4w.cloudfront.net/gigs/eDhbV1705903203.jpg
IT 개발자 이력서, 포트폴리오, 첨삭 및 모의면접;문과 출신으로, 편입, 국비지원 학원을 거쳐 현재 대기업에서 5년차 백엔드 개발자로 일하고 있습니다. (자동차IT대기업, 중견 및 대기업 이커머스 경험) 또한, 전문교육기관 멘토로 200명의 멘티에게 멘토링한 경험도 있습니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Uldjm1685456200.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/NhfKn1685515588.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/xyyTY1698754906.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/u1Rgq1726648093.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/bqbjZ1726648197.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;a95fe1d9-db6d-4d17-990c-9920e389e707;https://d2v80xjmx68n4w.cloudfront.net/gigs/zUeS11685456587.jpg
UXUI 현직자 디자인 포트폴리오 컨설팅-스타트업대기업;前 핀테크 투자 포트폴리오 공유 플랫폼 회사 Product Design Owner;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/FZalt1641134488.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/XSHcy1650025103.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;a95fe1d9-db6d-4d17-990c-9920e389e707;https://d2v80xjmx68n4w.cloudfront.net/gigs/kEshA1641134460.jpg
면접, 취업 성공할 때까지 무한 멘토링;안녕하세요! 현업 7년차 풀스택개발자 H입니다.; <div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/myJrs1712303389.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/yJXGY1712303394.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/FHI6Q1712303410.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/UMwV31712303416.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Gx6iv1712303425.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/uAfLi1712303429.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/xy6Bv1712303444.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/YwYeh1712303450.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-8" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/IXhzm1712303453.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;a95fe1d9-db6d-4d17-990c-9920e389e707;https://d2v80xjmx68n4w.cloudfront.net/gigs/ltfdn1712210642.jpg
취업,이직 무조건 성공하는 포트폴리오 멘토링;여러분 모두가 일잘러가 될 수 있도록 도와드리겠습니다!;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/QoRvf1703846473.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/LyCFZ1703846473.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/zWexS1703846474.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/x5qtn1703846475.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/DX0at1703846475.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/FV2zs1703846475.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/KiKXa1703846476.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/klaNh1703846476.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-8" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/8QFuJ1703846477.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;361e480b-cf24-4b4b-a812-908cc54618c1;https://d2v80xjmx68n4w.cloudfront.net/gigs/pceKK1703144695.jpg?
마케터 이직 필수템 포트폴리오 멘토링;한국외대, 제주관광공사, 머니투데이 마케팅 실무프로젝트 강의&멘토링 다수;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/aIjP81727365618.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/BCPSi1727365618.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/JEbJK1727365619.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/v6ahT1727541338.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/TNxKr1727541347.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/WX7wi1727541354.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/d5u811727541563.gif?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/YuZco1732807802.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-8" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/jWvfa1732807808.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;361e480b-cf24-4b4b-a812-908cc54618c1;https://d2v80xjmx68n4w.cloudfront.net/gigs/cjC7C1727366054.jpg
연봉 2배 올린 마케터의 포트폴리오 멘토링;- 비전공자로 시작했지만 문화, 콘텐츠부터 IT까지, 업종을 넘나들며 이직에 성공한 비결! - 3번의 업종 전환을 진행하며 2배 이상의 연봉이 오르는 성공적인 연봉협상을 진행하는 방법!;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/nNEQa1704030334.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Jk4Ry1704030573.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/upKUz1704030649.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;361e480b-cf24-4b4b-a812-908cc54618c1;https://d2v80xjmx68n4w.cloudfront.net/gigs/6qe0P1721894555.jpg
콘텐츠 마케터 합격 비결;- 현 성인교육업 분야 4년차 기획자 겸 마케터입니다. - 클래스 전문 상세페이지 기획 및 디자인 외주 업무 진행하고 있습니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Kg7mK1713345331.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/GEBSM1713345331.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;361e480b-cf24-4b4b-a812-908cc54618c1;https://d2v80xjmx68n4w.cloudfront.net/gigs/cVZJp1713345169.jpg
PM/기획자의 포트폴리오 바이블;대기업부터 스타트업까지 모두 경험한, 현직 PM의 포트폴리오 멘토링입니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/iCgMa1718199476.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Vkk9m1718199523.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/NNrbe1718199610.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/KUKjL1718199613.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/2e02e1718199638.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/XO2N81718199686.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/hASas1718199691.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/qRSsz1730813240.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-8" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/jHWVw1730813245.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;361e480b-cf24-4b4b-a812-908cc54618c1;https://d2v80xjmx68n4w.cloudfront.net/gigs/nIThT1731215150.jpg
100프로 합격했던 디자인유학 포트폴리오 5단계 설계법;반갑습니다! 저는 네덜란드와 영국 런던에서 디자인을 공부하고 최근에 런던예술대학교, Central Saint Martin에서 석사 졸업을헀습니다. 현재는 런던 소재 명품 패션 대기업에서 주니어 아트디렉터로 일하고 있습니다. 비전공자로 시작하여 이 자리까지 오기까지 어려움이 많았기에 그 위치에서 조금 더 걸어온 제가 과거의 저와 같은 분들에게 도움이 되고싶습니다.;<div><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/1FJbj1671193203.png?w=715" width="715" loading="lazy"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/e5KyA1671193204.png?w=715" width="715" loading="lazy"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/NIE8U1671193207.png?w=715" width="715" loading="lazy"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/yUnmn1671193208.png?w=715" width="715" loading="lazy"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/3a0TQ1671193210.png?w=715" width="715" loading="lazy"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/azm1I1671193211.png?w=715" width="715" loading="lazy"></div>;0014bb55-e534-49c5-a3fe-c01b9eacac9b;https://d2v80xjmx68n4w.cloudfront.net/gigs/n78Hb1670867245.jpg
대학원입시 및 취업이직 성공 맞춤형 포트폴리오 멘토링;안녕하세요, 저는 학부, 석사, 박사 모두 건축학을 전공하였고, 졸업후 건축설계사무소와 인테리어 설계회사를 근무하고, 이후 건축사 자격증을 취득한 이후 건축사 설계 사무소를 운영하다가 지금은 대학에서 강의를 업으로 삼고 있는 사람입니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/b85Ce1725409895.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/mKy3u1725409996.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/hA6sn1725410006.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/94TVc1725410019.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;0014bb55-e534-49c5-a3fe-c01b9eacac9b;https://d2v80xjmx68n4w.cloudfront.net/gigs/op8Vq1725409668.jpg
건축 포트폴리오 멘토링 /취업 / 대학원 / 유학;건축 유학 / 포트폴리오 전문지도 / 포트폴리오 리뷰;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/vtIyx1715059728.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/QwXlQ1715059786.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Zc5LM1715059814.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/CsKfY1715059828.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;a88f1f11-e0b8-4c5e-a2c4-e57e4b8cf52e;https://d2v80xjmx68n4w.cloudfront.net/gigs/uZOIW1732597523.jpg
前영국대학 교수, 영미권 학사,석사,박사 유학 멘토링;영국 London School of Economics and Political Science (LSE) 출신 박사;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/OyzPT1672015649.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;a88f1f11-e0b8-4c5e-a2c4-e57e4b8cf52e;https://d2v80xjmx68n4w.cloudfront.net/gigs/FMDTp1672015547.jpg
장학금 받는 유학 포트폴리오 멘토링;안녕하세요. 공간디자이너로 일하고 있는 Hazel Young입니다. 미국 대학 입시 스토리를 책으로 공유드리고 있어요.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/l7Fij1724682182.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;ec306976-68ba-441f-9f6e-46e80416b500;https://d2v80xjmx68n4w.cloudfront.net/gigs/qAtOx1725120299.jpg
평범하지 않은, 맞춤형 포트폴리오를 멘토링 해드려요.;포트폴리오를 디자인해드립니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/xop6X1693188348.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/lAtLB1693188436.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/YecIC1693188439.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/OD0ci1693188442.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;51a6317b-b82e-4b45-a5af-583572fa41bd;https://d2v80xjmx68n4w.cloudfront.net/gigs/5WLnh1681185008.jpg
6개월 안에 UXUI디자인 포트폴리오 만들기;UXUI디자인 교육, 컨설팅 ● 비전공자, 초보가 빠르게 취업하는 방법은? 맞춤&거꾸로 전략!;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/vbwWp1695537939.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/fifJD1695537942.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/9MQGc1695537945.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/M7uei1695537948.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/R2NkB1695539192.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/F5lJy1695539203.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/yI6Lt1695539269.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/pN81K1695539273.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;18391545-3fa4-43c9-a54a-fc3aca023759;https://d2v80xjmx68n4w.cloudfront.net/gigs/iuySA1696736084.jpg
1000대기업 정규직 디자이너 실제 합격 포트폴리오;디자인 전공 졸업 후 1000대기업에서 근무중인 현직 정규직 디자이너입니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/A6E9L1682299521.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/HrRWV1682299527.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/TDxC21682299530.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/aUJWL1682299535.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/vyDZL1682299543.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/Miroi1682299546.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/WAo3E1682299549.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/xgLPG1682299555.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-8" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/96UHy1682299558.jpeg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;1c736e98-aa22-4627-bb8e-f5564b165808;https://d2v80xjmx68n4w.cloudfront.net/gigs/0HyPH1682301257.jpg
대기업/유니콘 스타트업에 합격한 디자이너 포트폴리오;안녕하세요 7년차 디자이너 코코피 입니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/E23Wr1729094131.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/kXF4p1729094137.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/yn0z41729094165.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/cMRiM1729094173.JPG?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-4" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/gtURG1729094187.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-5" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/D35BZ1729094197.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-6" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/1XI851729094207.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-7" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/kwNcr1729094212.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-8" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/puok61729094217.png?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;e02eba8f-605d-4112-b8b6-9af962f14dd0;https://d2v80xjmx68n4w.cloudfront.net/gigs/OKybn1729093882.jpg
대기업 현업 UX디자이너의 포트폴리오 멘토링 해드립니다.현재 글로벌 대기업 서비스기획자로 근무하고 있습니다. 다수의 서비스기획 프로젝트를 진행하였고 UI, UX 분야에 전문성을 갖고 있습니다.;<div class="css-0 e1y4fmav1"><img alt="상세이미지-0" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ZtSX91638318418.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-1" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/drY8F1638318630.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-2" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ru9Sp1638318649.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"><img alt="상세이미지-3" src="https://d2v80xjmx68n4w.cloudfront.net/gigs/ywAhf1638318654.jpg?w=715" width="715" loading="lazy" class="css-4l2ynl e1y4fmav2"></div>;18391545-3fa4-43c9-a54a-fc3aca023759;https://d2v80xjmx68n4w.cloudfront.net/gigs/VlU2k1638521204.jpg
